Record,Date,TIMEVALUE,Serial Time,Time Test,Temp (F),Temp (C ),dew_pt,hum,Wind Speed (mph),Wind Speed (m/s),Vh,Power Generation,KWH,Capacity Factor,wind_gust,dir,vis,pressure,wind_chill,heat_index,precip,precip_rate,precip_total,Weather Condition,fog,rain,snow,hail,thunder,tornado,Condition
3727,6/4/2016 6:51,6:51:00 AM,3674184660,1,66,18.89,63,90,6.9,3.08,6.15,269817.08,269.82,0.13,NA,SSW,8,30.03,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
3728,6/4/2016 7:51,7:51:00 AM,3674188260,1,68,20,64,87,5.8,2.59,5.17,160252.99,160.25,0.08,NA,SSW,10,30.04,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3732,6/4/2016 11:51,11:51:00 AM,3674202660,1,77,25,66.9,71,10.4,4.65,9.28,923894.09,923.89,0.46,NA,SSW,9,30.01,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3733,6/4/2016 12:51,12:51:00 PM,3674206260,1,77,25,66.9,71,10.4,4.65,9.28,923894.09,923.89,0.46,NA,SSW,9,29.99,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3764,6/5/2016 19:51,7:51:00 PM,3674317860,1,66.9,19.39,64,90,13.8,6.17,12.31,2000000,2000,1,NA,SSW,7,29.69,NA,NA,0.46,NA,NA,Rain,0,1,0,0,0,0,5
3783,6/6/2016 14:51,2:51:00 PM,3674386260,1,82.9,28.28,55,38,17.3,7.73,15.43,2000000,2000,1,NA,SSW,10,29.67,NA,82,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
3791,6/6/2016 22:51,10:51:00 PM,3674415060,1,73.9,23.28,63,68,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,SSW,10,29.66,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3793,6/7/2016 0:51,12:51:00 AM,3674422260,1,72,22.22,63,73,9.2,4.11,8.21,639566.42,639.57,0.32,NA,SSW,10,29.64,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
3794,6/7/2016 1:51,1:51:00 AM,3674425860,1,71.1,21.72,63,75,8.1,3.62,7.22,436492.95,436.49,0.22,NA,SSW,10,29.63,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
3800,6/7/2016 7:51,7:51:00 AM,3674447460,1,73.9,23.28,63,68,6.9,3.08,6.15,269817.08,269.82,0.13,NA,SSW,10,29.57,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3802,6/7/2016 9:51,9:51:00 AM,3674454660,1,77,25,63,62,9.2,4.11,8.21,639566.42,639.57,0.32,NA,SSW,10,29.56,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3803,6/7/2016 10:51,10:51:00 AM,3674458260,1,78.1,25.61,61,56,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,SSW,10,29.54,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3804,6/7/2016 11:51,11:51:00 AM,3674461860,1,79,26.11,62.1,56,13.8,6.17,12.31,2000000,2000,1,NA,SSW,10,29.55,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3806,6/7/2016 13:51,1:51:00 PM,3674469060,1,82.9,28.28,60.1,46,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,SSW,10,29.49,NA,83.2,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3896,6/11/2016 7:51,7:51:00 AM,3674793060,1,68,20,50,52,3.5,1.56,3.12,35214.89,35.21,0.02,NA,SSW,10,30.01,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3902,6/11/2016 13:51,1:51:00 PM,3674814660,1,72,22.22,61,68,15,6.71,13.38,2000000,2000,1,21.9,SSW,10,29.83,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3910,6/11/2016 21:51,9:51:00 PM,3674843460,1,80.1,26.72,66.9,64,8.1,3.62,7.22,436492.95,436.49,0.22,NA,SSW,10,29.72,NA,82.3,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3979,6/14/2016 18:51,6:51:00 PM,3675091860,1,73,22.78,52,48,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,SSW,10,29.91,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
3994,6/15/2016 9:51,9:51:00 AM,3675145860,1,75.9,24.39,46.9,36,8.1,3.62,7.22,436492.95,436.49,0.22,NA,SSW,10,29.99,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3995,6/15/2016 10:51,10:51:00 AM,3675149460,1,79,26.11,48,34,8.1,3.62,7.22,436492.95,436.49,0.22,NA,SSW,10,29.98,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3996,6/15/2016 11:51,11:51:00 AM,3675153060,1,79,26.11,46.9,32,10.4,4.65,9.28,923894.09,923.89,0.46,NA,SSW,10,29.96,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3997,6/15/2016 12:51,12:51:00 PM,3675156660,1,80.1,26.72,43,27,13.8,6.17,12.31,2000000,2000,1,NA,SSW,10,29.95,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3998,6/15/2016 13:51,1:51:00 PM,3675160260,1,82,27.78,45,27,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,SSW,10,29.92,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4006,6/15/2016 21:51,9:51:00 PM,3675189060,1,66.9,19.39,61,81,3.5,1.56,3.12,35214.89,35.21,0.02,NA,SSW,10,29.87,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4007,6/15/2016 22:51,10:51:00 PM,3675192660,1,71.1,21.72,60.1,68,6.9,3.08,6.15,269817.08,269.82,0.13,NA,SSW,10,29.86,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4008,6/15/2016 23:51,11:51:00 PM,3675196260,1,69.1,20.61,60.1,73,4.6,2.06,4.1,79945.8,79.95,0.04,NA,SSW,10,29.86,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4010,6/16/2016 1:51,1:51:00 AM,3675203460,1,69.1,20.61,60.1,73,5.8,2.59,5.17,160252.99,160.25,0.08,NA,SSW,10,29.83,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4023,6/16/2016 14:51,2:51:00 PM,3675250260,1,68,20,57.9,70,4.6,2.06,4.1,79945.8,79.95,0.04,NA,SSW,10,29.8,NA,NA,0,NA,NA,Light Rain,0,1,0,0,0,0,5
4024,6/16/2016 15:51,3:51:00 PM,3675253860,1,68,20,55.9,65,4.6,2.06,4.1,79945.8,79.95,0.04,NA,SSW,10,29.79,NA,NA,0,NA,NA,Overcast,0,0,0,0,0,0,5
4028,6/16/2016 19:51,7:51:00 PM,3675268260,1,68,20,57.9,70,5.8,2.59,5.17,160252.99,160.25,0.08,NA,SSW,10,29.76,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4031,6/16/2016 22:51,10:51:00 PM,3675279060,1,66,18.89,59,78,5.8,2.59,5.17,160252.99,160.25,0.08,NA,SSW,10,29.78,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4033,6/17/2016 0:51,12:51:00 AM,3675286260,1,64,17.78,64,100,5.8,2.59,5.17,160252.99,160.25,0.08,NA,SSW,10,29.8,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4055,6/17/2016 22:51,10:51:00 PM,3675365460,1,62.1,16.72,52,70,5.8,2.59,5.17,160252.99,160.25,0.08,NA,SSW,10,30.12,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4067,6/18/2016 10:51,10:51:00 AM,3675408660,1,73.9,23.28,51.1,45,9.2,4.11,8.21,639566.42,639.57,0.32,NA,SSW,10,30.24,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4068,6/18/2016 11:51,11:51:00 AM,3675412260,1,75.9,24.39,53.1,45,10.4,4.65,9.28,923894.09,923.89,0.46,NA,SSW,10,30.25,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4089,6/19/2016 8:51,8:51:00 AM,3675487860,1,73,22.78,55,53,4.6,2.06,4.1,79945.8,79.95,0.04,NA,SSW,10,30.31,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4126,6/20/2016 21:51,9:51:00 PM,3675621060,1,71.1,21.72,62.1,73,5.8,2.59,5.17,160252.99,160.25,0.08,NA,SSW,10,29.93,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4131,6/21/2016 2:51,2:51:00 AM,3675639060,1,70,21.11,62.1,76,6.9,3.08,6.15,269817.08,269.82,0.13,NA,SSW,10,29.82,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4132,6/21/2016 3:51,3:51:00 AM,3675642660,1,71.1,21.72,64,78,6.9,3.08,6.15,269817.08,269.82,0.13,NA,SSW,10,29.8,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4142,6/21/2016 13:51,1:51:00 PM,3675678660,1,84.9,29.39,53.1,33,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,SSW,10,29.82,NA,83.2,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4143,6/21/2016 14:51,2:51:00 PM,3675682260,1,88,31.11,57,35,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,SSW,10,29.8,NA,86.7,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4148,6/21/2016 19:51,7:51:00 PM,3675700260,1,78.1,25.61,66.9,68,6.9,3.08,6.15,269817.08,269.82,0.13,NA,SSW,10,29.76,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4163,6/22/2016 10:51,10:51:00 AM,3675754260,1,81,27.22,55,41,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,SSW,10,29.82,NA,80.7,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4257,6/26/2016 8:51,8:51:00 AM,3676092660,1,75,23.89,64.9,71,6.9,3.08,6.15,269817.08,269.82,0.13,NA,SSW,10,30.23,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4272,6/26/2016 23:51,11:51:00 PM,3676146660,1,71.1,21.72,61,70,9.2,4.11,8.21,639566.42,639.57,0.32,NA,SSW,10,30.14,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4273,6/27/2016 0:51,12:51:00 AM,3676150260,1,68,20,55,63,8.1,3.62,7.22,436492.95,436.49,0.22,NA,SSW,10,30.15,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4279,6/27/2016 6:51,6:51:00 AM,3676171860,1,69.1,20.61,62.1,78,10.4,4.65,9.28,923894.09,923.89,0.46,NA,SSW,10,30.13,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4281,6/27/2016 8:51,8:51:00 AM,3676179060,1,73,22.78,62.1,68,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,SSW,10,30.12,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4298,6/28/2016 1:51,1:51:00 AM,3676240260,1,71.1,21.72,66.9,87,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,SSW,7,30,NA,NA,0.08,NA,NA,Light Rain,0,1,0,0,0,0,5
4301,6/28/2016 4:51,4:51:00 AM,3676251060,1,71.1,21.72,66,84,10.4,4.65,9.28,923894.09,923.89,0.46,NA,SSW,10,29.98,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4320,6/28/2016 23:51,11:51:00 PM,3676319460,1,71.1,21.72,68,90,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,SSW,0.2,29.89,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4323,6/29/2016 2:51,2:51:00 AM,3676330260,1,71.1,21.72,68,90,8.1,3.62,7.22,436492.95,436.49,0.22,NA,SSW,0.2,29.87,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4324,6/29/2016 3:51,3:51:00 AM,3676333860,1,71.1,21.72,66.9,87,5.8,2.59,5.17,160252.99,160.25,0.08,NA,SSW,0.2,29.87,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4325,6/29/2016 4:51,4:51:00 AM,3676337460,1,71.1,21.72,66.9,87,5.8,2.59,5.17,160252.99,160.25,0.08,NA,SSW,6,29.86,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4394,7/2/2016 1:51,1:51:00 AM,3676585860,1,72,22.22,66.9,84,8.1,3.62,7.22,436492.95,436.49,0.22,NA,SSW,10,29.87,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4432,7/3/2016 15:51,3:51:00 PM,3676722660,1,79,26.11,50,36,16.1,7.2,14.36,2000000,2000,1,NA,SSW,10,30.08,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4434,7/3/2016 17:51,5:51:00 PM,3676729860,1,77,25,57.9,52,17.3,7.73,15.43,2000000,2000,1,NA,SSW,10,30.06,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4435,7/3/2016 18:51,6:51:00 PM,3676733460,1,75.9,24.39,57.9,54,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,SSW,10,30.07,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4451,7/4/2016 10:51,10:51:00 AM,3676791060,1,79,26.11,60.1,52,10.4,4.65,9.28,923894.09,923.89,0.46,NA,SSW,10,30.1,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4467,7/5/2016 2:51,2:51:00 AM,3676848660,1,72,22.22,69.1,91,13.8,6.17,12.31,2000000,2000,1,NA,SSW,0.5,29.83,NA,NA,0.34,NA,NA,Light Rain,0,1,0,0,0,0,5
4468,7/5/2016 3:51,3:51:00 AM,3676852260,1,72,22.22,69.1,91,8.1,3.62,7.22,436492.95,436.49,0.22,NA,SSW,0.5,29.81,NA,NA,0.01,NA,NA,Light Rain,0,1,0,0,0,0,5
4484,7/5/2016 19:51,7:51:00 PM,3676909860,1,82.9,28.28,66.9,58,9.2,4.11,8.21,639566.42,639.57,0.32,NA,SSW,10,29.78,NA,85.4,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4512,7/6/2016 23:51,11:51:00 PM,3677010660,1,75,23.89,71.1,87,5.8,2.59,5.17,160252.99,160.25,0.08,NA,SSW,10,29.84,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4513,7/7/2016 0:51,12:51:00 AM,3677014260,1,75,23.89,71.1,87,5.8,2.59,5.17,160252.99,160.25,0.08,NA,SSW,10,29.84,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4515,7/7/2016 2:51,2:51:00 AM,3677021460,1,75,23.89,71.1,87,4.6,2.06,4.1,79945.8,79.95,0.04,NA,SSW,10,29.81,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4528,7/7/2016 15:51,3:51:00 PM,3677068260,1,81,27.22,73.9,79,18.4,8.23,16.41,2000000,2000,1,31.1,SSW,10,29.74,NA,86.2,0,NA,NA,Overcast,0,0,0,0,0,0,5
4529,7/7/2016 16:51,4:51:00 PM,3677071860,1,79,26.11,73,82,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,SSW,10,29.75,NA,NA,0.01,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4530,7/7/2016 17:51,5:51:00 PM,3677075460,1,81,27.22,71.1,72,10.4,4.65,9.28,923894.09,923.89,0.46,NA,SSW,10,29.74,NA,84.9,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4634,7/12/2016 1:51,1:51:00 AM,3677449860,1,68,20,64,87,5.8,2.59,5.17,160252.99,160.25,0.08,NA,SSW,10,30.11,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4640,7/12/2016 7:51,7:51:00 AM,3677471460,1,72,22.22,66.9,84,3.5,1.56,3.12,35214.89,35.21,0.02,NA,SSW,10,30.16,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4641,7/12/2016 8:51,8:51:00 AM,3677475060,1,73.9,23.28,64.9,73,6.9,3.08,6.15,269817.08,269.82,0.13,NA,SSW,10,30.17,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4643,7/12/2016 10:51,10:51:00 AM,3677482260,1,75.9,24.39,62.1,62,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,SSW,10,30.15,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4656,7/12/2016 23:51,11:51:00 PM,3677529060,1,72,22.22,68,87,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,SSW,10,30.09,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4657,7/13/2016 0:51,12:51:00 AM,3677532660,1,72,22.22,66.9,84,9.2,4.11,8.21,639566.42,639.57,0.32,NA,SSW,10,30.09,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4658,7/13/2016 1:51,1:51:00 AM,3677536260,1,72,22.22,66.9,84,10.4,4.65,9.28,923894.09,923.89,0.46,NA,SSW,10,30.09,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4662,7/13/2016 5:51,5:51:00 AM,3677550660,1,71.1,21.72,66.9,87,8.1,3.62,7.22,436492.95,436.49,0.22,NA,SSW,10,30.09,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4664,7/13/2016 7:51,7:51:00 AM,3677557860,1,73,22.78,68,84,5.8,2.59,5.17,160252.99,160.25,0.08,NA,SSW,10,30.09,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4690,7/14/2016 9:51,9:51:00 AM,3677651460,1,80.1,26.72,75,85,10.4,4.65,9.28,923894.09,923.89,0.46,NA,SSW,7,29.94,NA,85.1,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4692,7/14/2016 11:51,11:51:00 AM,3677658660,1,80.1,26.72,75.9,87,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,SSW,9,29.93,NA,85.4,NA,NA,NA,Scattered Clouds,1,0,0,0,0,0,2
4705,7/15/2016 0:51,12:51:00 AM,3677705460,1,79,26.11,73,82,5.8,2.59,5.17,160252.99,160.25,0.08,NA,SSW,10,29.83,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4716,7/15/2016 11:51,11:51:00 AM,3677745060,1,88,31.11,71.1,57,9.2,4.11,8.21,639566.42,639.57,0.32,NA,SSW,10,29.88,NA,93.8,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4751,7/16/2016 22:51,10:51:00 PM,3677871060,1,77,25,69.1,76,9.2,4.11,8.21,639566.42,639.57,0.32,NA,SSW,10,30.07,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4756,7/17/2016 3:51,3:51:00 AM,3677889060,1,73,22.78,69.1,87,3.5,1.56,3.12,35214.89,35.21,0.02,NA,SSW,10,30.06,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4757,7/17/2016 4:51,4:51:00 AM,3677892660,1,73.9,23.28,68,82,5.8,2.59,5.17,160252.99,160.25,0.08,NA,SSW,10,30.07,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4760,7/17/2016 7:51,7:51:00 AM,3677903460,1,77,25,70,79,5.8,2.59,5.17,160252.99,160.25,0.08,NA,SSW,10,30.1,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4763,7/17/2016 10:51,10:51:00 AM,3677914260,1,82.9,28.28,68,60,5.8,2.59,5.17,160252.99,160.25,0.08,NA,SSW,10,30.12,NA,85.8,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4765,7/17/2016 12:51,12:51:00 PM,3677921460,1,86,30,69.1,57,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,SSW,10,30.11,NA,90.1,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4766,7/17/2016 13:51,1:51:00 PM,3677925060,1,87.1,30.61,69.1,55,13.8,6.17,12.31,2000000,2000,1,NA,SSW,10,30.09,NA,91.3,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4773,7/17/2016 20:51,8:51:00 PM,3677950260,1,79,26.11,73,82,6.9,3.08,6.15,269817.08,269.82,0.13,NA,SSW,10,30.09,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4774,7/17/2016 21:51,9:51:00 PM,3677953860,1,78.1,25.61,72,81,6.9,3.08,6.15,269817.08,269.82,0.13,NA,SSW,10,30.11,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4775,7/17/2016 22:51,10:51:00 PM,3677957460,1,77,25,72,84,5.8,2.59,5.17,160252.99,160.25,0.08,NA,SSW,10,30.11,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4776,7/17/2016 23:51,11:51:00 PM,3677961060,1,77,25,70,79,5.8,2.59,5.17,160252.99,160.25,0.08,NA,SSW,10,30.11,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4787,7/18/2016 10:51,10:51:00 AM,3678000660,1,86,30,71.1,61,10.4,4.65,9.28,923894.09,923.89,0.46,NA,SSW,10,30.09,NA,91.5,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
